20140824000000, 3600,27,#scotus
20140824010000, 3600,49,#scotus
20140824020000, 3600,50,#scotus
20140824030000, 3600,41,#scotus
20140824040000, 3600,35,#scotus
20140824050000, 3600,34,#scotus
20140824060000, 3600,38,#scotus
20140824070000, 3600,38,#scotus
20140824080000, 3600,26,#scotus
20140824090000, 3600,13,#scotus
20140824100000, 3600,21,#scotus
20140824110000, 3600,15,#scotus
20140824120000, 3600,19,#scotus
20140824130000, 3600,40,#scotus
20140824140000, 3600,26,#scotus
20140824150000, 3600,32,#scotus
20140824160000, 3600,13,#scotus
20140824170000, 3600,45,#scotus
20140824180000, 3600,31,#scotus
20140824190000, 3600,35,#scotus
20140824200000, 3600,22,#scotus
20140824210000, 3600,48,#scotus
20140824220000, 3600,17,#scotus
20140824230000, 3600,17,#scotus
20140825000000, 3600,27,#scotus
20140825010000, 3600,47,#scotus
20140825020000, 3600,101,#scotus
20140825030000, 3600,81,#scotus
20140825040000, 3600,61,#scotus
20140825050000, 3600,32,#scotus
20140825060000, 3600,26,#scotus
20140825070000, 3600,21,#scotus
20140825080000, 3600,13,#scotus
20140825090000, 3600,24,#scotus
20140825100000, 3600,16,#scotus
20140825110000, 3600,10,#scotus
20140825120000, 3600,7,#scotus
20140825130000, 3600,16,#scotus
20140825140000, 3600,40,#scotus
20140825150000, 3600,27,#scotus
20140825160000, 3600,29,#scotus
20140825170000, 3600,33,#scotus
20140825180000, 3600,40,#scotus
20140825190000, 3600,227,#scotus
20140825200000, 3600,342,#scotus
20140825210000, 3600,122,#scotus
20140825220000, 3600,95,#scotus
20140825230000, 3600,68,#scotus
20140826000000, 3600,46,#scotus
20140826010000, 3600,45,#scotus
20140826020000, 3600,75,#scotus
20140826030000, 3600,50,#scotus
20140826040000, 3600,60,#scotus
20140826050000, 3600,54,#scotus
20140826060000, 3600,42,#scotus
20140826070000, 3600,70,#scotus
20140826080000, 3600,159,#scotus
20140826090000, 3600,149,#scotus
20140826100000, 3600,112,#scotus
20140826110000, 3600,103,#scotus
20140826120000, 3600,176,#scotus
20140826130000, 3600,152,#scotus
20140826140000, 3600,80,#scotus
20140826150000, 3600,89,#scotus
20140826160000, 3600,138,#scotus
20140826170000, 3600,105,#scotus
20140826180000, 3600,61,#scotus
20140826190000, 3600,99,#scotus
20140826200000, 3600,35,#scotus
20140826210000, 3600,55,#scotus
20140826220000, 3600,59,#scotus
20140826230000, 3600,188,#scotus
20140827000000, 3600,49,#scotus
20140827010000, 3600,72,#scotus
20140827020000, 3600,102,#scotus
20140827030000, 3600,91,#scotus
20140827040000, 3600,100,#scotus
20140827050000, 3600,70,#scotus
20140827060000, 3600,75,#scotus
20140827070000, 3600,67,#scotus
20140827080000, 3600,86,#scotus
20140827090000, 3600,78,#scotus
20140827100000, 3600,65,#scotus
20140827110000, 3600,42,#scotus
20140827120000, 3600,46,#scotus
20140827130000, 3600,51,#scotus
20140827140000, 3600,92,#scotus
20140827150000, 3600,89,#scotus
20140827160000, 3600,86,#scotus
20140827170000, 3600,38,#scotus
20140827180000, 3600,22,#scotus
20140827190000, 3600,84,#scotus
20140827200000, 3600,133,#scotus
20140827210000, 3600,108,#scotus
20140827220000, 3600,137,#scotus
20140827230000, 3600,40,#scotus
20140828000000, 3600,48,#scotus
20140828010000, 3600,59,#scotus
20140828020000, 3600,66,#scotus
20140828030000, 3600,75,#scotus
20140828040000, 3600,37,#scotus
20140828050000, 3600,46,#scotus
20140828060000, 3600,28,#scotus
20140828070000, 3600,21,#scotus
20140828080000, 3600,40,#scotus
20140828090000, 3600,35,#scotus
20140828100000, 3600,28,#scotus
