20140826120000,#scotus,176,176, 3600
20140826130000,#scotus,152,152, 3600
20140826140000,#scotus,80,80, 3600
20140826150000,#scotus,89,89, 3600
20140826160000,#scotus,138,138, 3600
20140826170000,#scotus,105,105, 3600
20140826180000,#scotus,61,61, 3600
20140826190000,#scotus,99,99, 3600
20140826200000,#scotus,35,35, 3600
20140826210000,#scotus,55,55, 3600
20140826220000,#scotus,59,59, 3600
20140826230000,#scotus,188,188, 3600
20140827000000,#scotus,49,49, 3600
20140827010000,#scotus,72,72, 3600
20140827020000,#scotus,102,102, 3600
20140827030000,#scotus,91,91, 3600
20140827040000,#scotus,100,100, 3600
20140827050000,#scotus,70,70, 3600
20140827060000,#scotus,75,75, 3600
20140827070000,#scotus,67,67, 3600
20140827080000,#scotus,86,86, 3600
20140827090000,#scotus,78,78, 3600
20140827100000,#scotus,65,65, 3600
20140827110000,#scotus,42,42, 3600
20140827120000,#scotus,46,46, 3600
20140827130000,#scotus,51,51, 3600
20140827140000,#scotus,92,92, 3600
20140827150000,#scotus,89,89, 3600
20140827160000,#scotus,86,86, 3600
20140827170000,#scotus,38,38, 3600
20140827180000,#scotus,22,22, 3600
20140827190000,#scotus,84,84, 3600
20140827200000,#scotus,133,133, 3600
20140827210000,#scotus,108,108, 3600
20140827220000,#scotus,137,137, 3600
20140827230000,#scotus,40,40, 3600
20140828000000,#scotus,48,48, 3600
20140828010000,#scotus,59,59, 3600
20140828020000,#scotus,66,66, 3600
20140828030000,#scotus,75,75, 3600
20140828040000,#scotus,37,37, 3600
20140828050000,#scotus,46,46, 3600
20140828060000,#scotus,28,28, 3600
20140828070000,#scotus,21,21, 3600
20140828080000,#scotus,40,40, 3600
20140828090000,#scotus,35,35, 3600
20140828100000,#scotus,28,28, 3600
20140828110000,#scotus,38,38, 3600
20140828120000,#scotus,69,69, 3600
20140828130000,#scotus,78,78, 3600
20140828140000,#scotus,74,74, 3600
20140828150000,#scotus,93,93, 3600
20140828160000,#scotus,126,126, 3600
20140828170000,#scotus,77,77, 3600
20140828180000,#scotus,70,70, 3600
20140828190000,#scotus,93,93, 3600
20140828200000,#scotus,58,58, 3600
20140828210000,#scotus,99,99, 3600
20140828220000,#scotus,126,126, 3600
20140828230000,#scotus,74,74, 3600
20140829000000,#scotus,39,39, 3600
20140829010000,#scotus,38,38, 3600
20140829020000,#scotus,79,79, 3600
20140829030000,#scotus,107,107, 3600
20140829040000,#scotus,57,57, 3600
20140829050000,#scotus,73,73, 3600
20140829060000,#scotus,100,100, 3600
20140829070000,#scotus,105,105, 3600
20140829080000,#scotus,88,88, 3600
20140829090000,#scotus,82,82, 3600
20140829100000,#scotus,89,89, 3600
20140829110000,#scotus,105,105, 3600
20140829120000,#scotus,74,74, 3600
20140829130000,#scotus,119,119, 3600
20140829140000,#scotus,124,124, 3600
20140829150000,#scotus,80,80, 3600
20140829160000,#scotus,68,68, 3600
20140829170000,#scotus,88,88, 3600
20140829180000,#scotus,81,81, 3600
20140829190000,#scotus,131,131, 3600
20140829200000,#scotus,101,101, 3600
20140829210000,#scotus,141,141, 3600
20140829220000,#scotus,106,106, 3600
20140829230000,#scotus,65,65, 3600
20140830000000,#scotus,37,37, 3600
20140830010000,#scotus,45,45, 3600
20140830020000,#scotus,53,53, 3600
20140830030000,#scotus,84,84, 3600
20140830040000,#scotus,41,41, 3600
20140830050000,#scotus,48,48, 3600
20140830060000,#scotus,20,20, 3600
20140830070000,#scotus,37,37, 3600
20140830080000,#scotus,44,44, 3600
20140830090000,#scotus,33,33, 3600
20140830100000,#scotus,46,46, 3600
20140830110000,#scotus,50,50, 3600
20140830120000,#scotus,57,57, 3600
20140830130000,#scotus,76,76, 3600
20140830140000,#scotus,86,86, 3600
20140830150000,#scotus,96,96, 3600
20140830160000,#scotus,76,76, 3600
20140830170000,#scotus,53,53, 3600
20140830180000,#scotus,57,57, 3600
20140830190000,#scotus,38,38, 3600
20140830200000,#scotus,33,33, 3600
20140830210000,#scotus,47,47, 3600
20140830220000,#scotus,121,121, 3600
20140830230000,#scotus,47,47, 3600
20140831000000,#scotus,27,27, 3600
20140831010000,#scotus,57,57, 3600
20140831020000,#scotus,41,41, 3600
20140831030000,#scotus,39,39, 3600
20140831040000,#scotus,36,36, 3600
20140831050000,#scotus,19,19, 3600
20140831060000,#scotus,20,20, 3600
20140831070000,#scotus,16,16, 3600
20140831080000,#scotus,11,11, 3600
20140831090000,#scotus,17,17, 3600
20140831100000,#scotus,17,17, 3600
20140831110000,#scotus,23,23, 3600
20140831120000,#scotus,30,30, 3600
20140831130000,#scotus,41,41, 3600
20140831140000,#scotus,28,28, 3600
20140831150000,#scotus,39,39, 3600
20140831160000,#scotus,34,34, 3600
20140831170000,#scotus,56,56, 3600
20140831180000,#scotus,79,79, 3600
20140831190000,#scotus,88,88, 3600
20140831200000,#scotus,84,84, 3600
20140831210000,#scotus,53,53, 3600
20140831220000,#scotus,32,32, 3600
20140831230000,#scotus,54,54, 3600
20140901000000,#scotus,43,43, 3600
20140901010000,#scotus,51,51, 3600
20140901020000,#scotus,59,59, 3600
20140901030000,#scotus,47,47, 3600
20140901040000,#scotus,44,44, 3600
20140901050000,#scotus,49,49, 3600
20140901060000,#scotus,47,47, 3600
20140901070000,#scotus,40,40, 3600
20140901080000,#scotus,20,20, 3600
20140901090000,#scotus,12,12, 3600
20140901100000,#scotus,17,17, 3600
20140901110000,#scotus,10,10, 3600
20140901120000,#scotus,29,29, 3600
20140901130000,#scotus,62,62, 3600
20140901140000,#scotus,53,53, 3600
20140901150000,#scotus,62,62, 3600
20140901160000,#scotus,37,37, 3600
20140901170000,#scotus,37,37, 3600
20140901180000,#scotus,74,74, 3600
20140901190000,#scotus,100,100, 3600
20140901200000,#scotus,103,103, 3600
20140901210000,#scotus,70,70, 3600
20140901220000,#scotus,58,58, 3600
20140901230000,#scotus,33,33, 3600
20140902000000,#scotus,41,41, 3600
20140902010000,#scotus,30,30, 3600
20140902020000,#scotus,31,31, 3600
20140902030000,#scotus,25,25, 3600
20140902040000,#scotus,55,55, 3600
20140902050000,#scotus,67,67, 3600
20140902060000,#scotus,42,42, 3600
20140902070000,#scotus,37,37, 3600
20140902080000,#scotus,38,38, 3600
20140902090000,#scotus,30,30, 3600
20140902100000,#scotus,67,67, 3600
20140902110000,#scotus,35,35, 3600
20140902120000,#scotus,50,50, 3600
20140902130000,#scotus,62,62, 3600
20140902140000,#scotus,34,34, 3600
20140902150000,#scotus,143,143, 3600
20140902160000,#scotus,81,81, 3600
20140902170000,#scotus,66,66, 3600
20140902180000,#scotus,95,95, 3600
20140902190000,#scotus,84,84, 3600
20140902200000,#scotus,142,142, 3600
20140902210000,#scotus,141,141, 3600
20140902220000,#scotus,90,90, 3600
20140902230000,#scotus,89,89, 3600
20140903000000,#scotus,96,96, 3600
20140903010000,#scotus,105,105, 3600
20140903020000,#scotus,104,104, 3600
20140903030000,#scotus,48,48, 3600
20140903040000,#scotus,46,46, 3600
20140903050000,#scotus,72,72, 3600
20140903060000,#scotus,55,55, 3600
20140903070000,#scotus,30,30, 3600
20140903080000,#scotus,39,39, 3600
20140903090000,#scotus,38,38, 3600
20140903100000,#scotus,51,51, 3600
20140903110000,#scotus,44,44, 3600
20140903120000,#scotus,79,79, 3600
20140903130000,#scotus,114,114, 3600
20140903140000,#scotus,97,97, 3600
20140903150000,#scotus,96,96, 3600
20140903160000,#scotus,126,126, 3600
20140903170000,#scotus,115,115, 3600
20140903180000,#scotus,90,90, 3600
20140903190000,#scotus,108,108, 3600
20140903200000,#scotus,72,72, 3600
20140903210000,#scotus,53,53, 3600
20140903220000,#scotus,62,62, 3600
20140903230000,#scotus,47,47, 3600
20140904000000,#scotus,48,48, 3600
20140904010000,#scotus,61,61, 3600
20140904020000,#scotus,50,50, 3600
20140904030000,#scotus,73,73, 3600
20140904040000,#scotus,55,55, 3600
20140904050000,#scotus,45,45, 3600
20140904060000,#scotus,43,43, 3600
20140904070000,#scotus,23,23, 3600
20140904080000,#scotus,27,27, 3600
20140904090000,#scotus,26,26, 3600
20140904100000,#scotus,25,25, 3600
20140904110000,#scotus,16,16, 3600
20140904120000,#scotus,29,29, 3600
20140904130000,#scotus,34,34, 3600
20140904140000,#scotus,60,60, 3600
20140904150000,#scotus,58,58, 3600
20140904160000,#scotus,70,70, 3600
20140904170000,#scotus,71,71, 3600
20140904180000,#scotus,65,65, 3600
20140904190000,#scotus,73,73, 3600
20140904200000,#scotus,73,73, 3600
20140904210000,#scotus,89,89, 3600
20140904220000,#scotus,32,32, 3600
20140904230000,#scotus,41,41, 3600
20140905000000,#scotus,63,63, 3600
20140905010000,#scotus,36,36, 3600
20140905020000,#scotus,89,89, 3600
20140905030000,#scotus,82,82, 3600
20140905040000,#scotus,35,35, 3600
20140905050000,#scotus,28,28, 3600
20140905060000,#scotus,31,31, 3600
20140905070000,#scotus,29,29, 3600
20140905080000,#scotus,36,36, 3600
20140905090000,#scotus,53,53, 3600
20140905100000,#scotus,51,51, 3600
20140905110000,#scotus,72,72, 3600
20140905120000,#scotus,239,239, 3600
20140905130000,#scotus,81,81, 3600
20140905140000,#scotus,90,90, 3600
20140905150000,#scotus,91,91, 3600
20140905160000,#scotus,77,77, 3600
20140905170000,#scotus,65,65, 3600
20140905180000,#scotus,97,97, 3600
20140905190000,#scotus,106,106, 3600
20140905200000,#scotus,72,72, 3600
20140905210000,#scotus,85,85, 3600
20140905220000,#scotus,69,69, 3600
20140905230000,#scotus,36,36, 3600
20140906000000,#scotus,93,93, 3600
20140906010000,#scotus,74,74, 3600
20140906020000,#scotus,94,94, 3600
20140906030000,#scotus,52,52, 3600
20140906040000,#scotus,51,51, 3600
20140906050000,#scotus,49,49, 3600
20140906060000,#scotus,18,18, 3600
20140906070000,#scotus,40,40, 3600
20140906080000,#scotus,30,30, 3600
20140906090000,#scotus,14,14, 3600
20140906100000,#scotus,27,27, 3600
20140906110000,#scotus,21,21, 3600
20140906120000,#scotus,34,34, 3600
20140906130000,#scotus,50,50, 3600
20140906140000,#scotus,70,70, 3600
20140906150000,#scotus,68,68, 3600
20140906160000,#scotus,55,55, 3600
20140906170000,#scotus,46,46, 3600
20140906180000,#scotus,61,61, 3600
20140906190000,#scotus,75,75, 3600
20140906200000,#scotus,41,41, 3600
20140906210000,#scotus,36,36, 3600
20140906220000,#scotus,34,34, 3600
20140906230000,#scotus,19,19, 3600
20140907000000,#scotus,45,45, 3600
20140907010000,#scotus,69,69, 3600
20140907020000,#scotus,51,51, 3600
20140907030000,#scotus,49,49, 3600
20140907040000,#scotus,69,69, 3600
20140907050000,#scotus,51,51, 3600
20140907060000,#scotus,40,40, 3600
20140907070000,#scotus,35,35, 3600
20140907080000,#scotus,27,27, 3600
20140907090000,#scotus,35,35, 3600
20140907100000,#scotus,34,34, 3600
20140907110000,#scotus,31,31, 3600
20140907120000,#scotus,174,174, 3600
20140907130000,#scotus,85,85, 3600
20140907140000,#scotus,79,79, 3600
20140907150000,#scotus,79,79, 3600
20140907160000,#scotus,37,37, 3600
20140907170000,#scotus,25,25, 3600
20140907180000,#scotus,25,25, 3600
20140907190000,#scotus,58,58, 3600
20140907200000,#scotus,71,71, 3600
20140907210000,#scotus,48,48, 3600
20140907220000,#scotus,36,36, 3600
20140907230000,#scotus,25,25, 3600
20140908000000,#scotus,42,42, 3600
20140908010000,#scotus,65,65, 3600
20140908020000,#scotus,80,80, 3600
20140908030000,#scotus,74,74, 3600
20140908040000,#scotus,37,37, 3600
20140908050000,#scotus,27,27, 3600
20140908060000,#scotus,42,42, 3600
20140908070000,#scotus,25,25, 3600
20140908080000,#scotus,27,27, 3600
20140908090000,#scotus,30,30, 3600
20140908100000,#scotus,41,41, 3600
20140908110000,#scotus,25,25, 3600
20140908120000,#scotus,50,50, 3600
20140908130000,#scotus,65,65, 3600
20140908140000,#scotus,49,49, 3600
20140908150000,#scotus,47,47, 3600
20140908160000,#scotus,50,50, 3600
20140908170000,#scotus,59,59, 3600
20140908180000,#scotus,79,79, 3600
20140908190000,#scotus,102,102, 3600
20140908200000,#scotus,58,58, 3600
20140908210000,#scotus,63,63, 3600
20140908220000,#scotus,53,53, 3600
20140908230000,#scotus,41,41, 3600
20140909000000,#scotus,37,37, 3600
20140909010000,#scotus,67,67, 3600
20140909020000,#scotus,50,50, 3600
20140909030000,#scotus,29,29, 3600
20140909040000,#scotus,37,37, 3600
20140909050000,#scotus,38,38, 3600
20140909060000,#scotus,22,22, 3600
20140909070000,#scotus,21,21, 3600
20140909080000,#scotus,34,34, 3600
20140909090000,#scotus,31,31, 3600
20140909100000,#scotus,43,43, 3600
20140909110000,#scotus,32,32, 3600
20140909120000,#scotus,51,51, 3600
20140909130000,#scotus,55,55, 3600
20140909140000,#scotus,79,79, 3600
20140909150000,#scotus,66,66, 3600
20140909160000,#scotus,74,74, 3600
20140909170000,#scotus,103,103, 3600
20140909180000,#scotus,64,64, 3600
20140909190000,#scotus,56,56, 3600
20140909200000,#scotus,86,86, 3600
20140909210000,#scotus,57,57, 3600
20140909220000,#scotus,40,40, 3600
20140909230000,#scotus,54,54, 3600
20140910000000,#scotus,54,54, 3600
20140910010000,#scotus,52,52, 3600
20140910020000,#scotus,43,43, 3600
20140910030000,#scotus,54,54, 3600
20140910040000,#scotus,51,51, 3600
20140910050000,#scotus,35,35, 3600
20140910060000,#scotus,28,28, 3600
20140910070000,#scotus,30,30, 3600
20140910080000,#scotus,21,21, 3600
20140910090000,#scotus,31,31, 3600
20140910100000,#scotus,17,17, 3600
20140910110000,#scotus,26,26, 3600
20140910120000,#scotus,30,30, 3600
20140910130000,#scotus,198,198, 3600
20140910140000,#scotus,267,267, 3600
20140910150000,#scotus,55,55, 3600
20140910160000,#scotus,46,46, 3600
20140910170000,#scotus,53,53, 3600
20140910180000,#scotus,48,48, 3600
20140910190000,#scotus,79,79, 3600
20140910200000,#scotus,182,182, 3600
20140910210000,#scotus,289,289, 3600
20140910220000,#scotus,114,114, 3600
20140910230000,#scotus,74,74, 3600
20140911000000,#scotus,61,61, 3600
20140911010000,#scotus,76,76, 3600
20140911020000,#scotus,84,84, 3600
20140911030000,#scotus,89,89, 3600
20140911040000,#scotus,42,42, 3600
20140911050000,#scotus,33,33, 3600
20140911060000,#scotus,25,25, 3600
20140911070000,#scotus,31,31, 3600
20140911080000,#scotus,34,34, 3600
20140911090000,#scotus,17,17, 3600
20140911100000,#scotus,23,23, 3600
20140911110000,#scotus,28,28, 3600
20140911120000,#scotus,31,31, 3600
20140911130000,#scotus,58,58, 3600
20140911140000,#scotus,65,65, 3600
20140911150000,#scotus,46,46, 3600
20140911160000,#scotus,59,59, 3600
20140911170000,#scotus,25,25, 3600
20140911180000,#scotus,40,40, 3600
20140911190000,#scotus,42,42, 3600
20140911200000,#scotus,44,44, 3600
20140911210000,#scotus,58,58, 3600
20140911220000,#scotus,55,55, 3600
20140911230000,#scotus,30,30, 3600
20140912000000,#scotus,50,50, 3600
20140912010000,#scotus,93,93, 3600
20140912020000,#scotus,70,70, 3600
20140912030000,#scotus,56,56, 3600
20140912040000,#scotus,66,66, 3600
20140912050000,#scotus,31,31, 3600
20140912060000,#scotus,5,5, 3600
20140912070000,#scotus,9,9, 3600
20140912080000,#scotus,12,12, 3600
20140912090000,#scotus,16,16, 3600
20140912100000,#scotus,19,19, 3600
20140912110000,#scotus,16,16, 3600
20140912120000,#scotus,23,23, 3600
20140912130000,#scotus,31,31, 3600
20140912140000,#scotus,53,53, 3600
20140912150000,#scotus,81,81, 3600
20140912160000,#scotus,54,54, 3600
20140912170000,#scotus,94,94, 3600
20140912180000,#scotus,44,44, 3600
20140912190000,#scotus,64,64, 3600
20140912200000,#scotus,50,50, 3600
20140912210000,#scotus,68,68, 3600
20140912220000,#scotus,27,27, 3600
20140912230000,#scotus,18,18, 3600
20140913000000,#scotus,81,81, 3600
20140913010000,#scotus,156,156, 3600
20140913020000,#scotus,47,47, 3600
20140913030000,#scotus,18,18, 3600
20140913040000,#scotus,42,42, 3600
20140913050000,#scotus,33,33, 3600
20140913060000,#scotus,7,7, 3600
20140913070000,#scotus,25,25, 3600
20140913080000,#scotus,7,7, 3600
20140913090000,#scotus,9,9, 3600
20140913100000,#scotus,14,14, 3600
20140913110000,#scotus,11,11, 3600
20140913120000,#scotus,11,11, 3600
20140913130000,#scotus,21,21, 3600
20140913140000,#scotus,29,29, 3600
20140913150000,#scotus,23,23, 3600
20140913160000,#scotus,13,13, 3600
20140913170000,#scotus,67,67, 3600
20140913180000,#scotus,34,34, 3600
20140913190000,#scotus,14,14, 3600
20140913200000,#scotus,18,18, 3600
20140913210000,#scotus,27,27, 3600
20140913220000,#scotus,24,24, 3600
20140913230000,#scotus,31,31, 3600
20140914000000,#scotus,61,61, 3600
20140914010000,#scotus,100,100, 3600
20140914020000,#scotus,83,83, 3600
20140914030000,#scotus,40,40, 3600
20140914040000,#scotus,22,22, 3600
20140914050000,#scotus,19,19, 3600
20140914060000,#scotus,22,22, 3600
20140914070000,#scotus,15,15, 3600
20140914080000,#scotus,6,6, 3600
20140914090000,#scotus,10,10, 3600
20140914100000,#scotus,3,3, 3600
20140914110000,#scotus,8,8, 3600
20140914120000,#scotus,21,21, 3600
20140914130000,#scotus,15,15, 3600
20140914140000,#scotus,16,16, 3600
20140914150000,#scotus,17,17, 3600
20140914160000,#scotus,33,33, 3600
20140914170000,#scotus,31,31, 3600
20140914180000,#scotus,16,16, 3600
20140914190000,#scotus,23,23, 3600
20140914200000,#scotus,25,25, 3600
20140914210000,#scotus,19,19, 3600
20140914220000,#scotus,23,23, 3600
20140914230000,#scotus,29,29, 3600
20140915000000,#scotus,108,108, 3600
20140915010000,#scotus,167,167, 3600
20140915020000,#scotus,57,57, 3600
20140915030000,#scotus,27,27, 3600
20140915040000,#scotus,10,10, 3600
20140915050000,#scotus,14,14, 3600
20140915060000,#scotus,8,8, 3600
20140915070000,#scotus,5,5, 3600
20140915080000,#scotus,8,8, 3600
20140915090000,#scotus,9,9, 3600
20140915100000,#scotus,51,51, 3600
20140915110000,#scotus,83,83, 3600
20140915120000,#scotus,45,45, 3600
20140915130000,#scotus,68,68, 3600
20140915140000,#scotus,69,69, 3600
20140915150000,#scotus,70,70, 3600
20140915160000,#scotus,75,75, 3600
20140915170000,#scotus,73,73, 3600
20140915180000,#scotus,65,65, 3600
20140915190000,#scotus,51,51, 3600
20140915200000,#scotus,60,60, 3600
20140915210000,#scotus,75,75, 3600
20140915220000,#scotus,70,70, 3600
20140915230000,#scotus,52,52, 3600
20140916000000,#scotus,136,136, 3600
20140916010000,#scotus,108,108, 3600
20140916020000,#scotus,66,66, 3600
20140916030000,#scotus,58,58, 3600
20140916040000,#scotus,33,33, 3600
20140916050000,#scotus,24,24, 3600
20140916060000,#scotus,28,28, 3600
20140916070000,#scotus,20,20, 3600
20140916080000,#scotus,21,21, 3600
20140916090000,#scotus,57,57, 3600
20140916100000,#scotus,23,23, 3600
20140916110000,#scotus,34,34, 3600
20140916120000,#scotus,31,31, 3600
20140916130000,#scotus,56,56, 3600
20140916140000,#scotus,46,46, 3600
20140916150000,#scotus,56,56, 3600
20140916160000,#scotus,56,56, 3600
20140916170000,#scotus,75,75, 3600
20140916180000,#scotus,50,50, 3600
20140916190000,#scotus,43,43, 3600
20140916200000,#scotus,62,62, 3600
20140916210000,#scotus,43,43, 3600
20140916220000,#scotus,29,29, 3600
20140916230000,#scotus,20,20, 3600
20140917000000,#scotus,119,119, 3600
20140917010000,#scotus,140,140, 3600
20140917020000,#scotus,101,101, 3600
20140917030000,#scotus,188,188, 3600
20140917040000,#scotus,112,112, 3600
20140917050000,#scotus,80,80, 3600
20140917060000,#scotus,57,57, 3600
20140917070000,#scotus,56,56, 3600
20140917080000,#scotus,26,26, 3600
20140917090000,#scotus,39,39, 3600
20140917100000,#scotus,68,68, 3600
20140917110000,#scotus,55,55, 3600
20140917120000,#scotus,73,73, 3600
20140917130000,#scotus,82,82, 3600
20140917140000,#scotus,91,91, 3600
20140917150000,#scotus,86,86, 3600
20140917160000,#scotus,66,66, 3600
20140917170000,#scotus,72,72, 3600
20140917180000,#scotus,84,84, 3600
20140917190000,#scotus,93,93, 3600
20140917200000,#scotus,71,71, 3600
20140917210000,#scotus,73,73, 3600
20140917220000,#scotus,49,49, 3600
20140917230000,#scotus,81,81, 3600
20140918000000,#scotus,100,100, 3600
20140918010000,#scotus,71,71, 3600
20140918020000,#scotus,53,53, 3600
20140918030000,#scotus,40,40, 3600
20140918040000,#scotus,23,23, 3600
20140918050000,#scotus,34,34, 3600
20140918060000,#scotus,30,30, 3600
20140918070000,#scotus,29,29, 3600
20140918080000,#scotus,24,24, 3600
20140918090000,#scotus,31,31, 3600
20140918100000,#scotus,25,25, 3600
20140918110000,#scotus,13,13, 3600
20140918120000,#scotus,20,20, 3600
20140918130000,#scotus,52,52, 3600
20140918140000,#scotus,71,71, 3600
20140918150000,#scotus,46,46, 3600
20140918160000,#scotus,31,31, 3600
20140918170000,#scotus,46,46, 3600
20140918180000,#scotus,43,43, 3600
20140918190000,#scotus,33,33, 3600
20140918200000,#scotus,37,37, 3600
20140918210000,#scotus,39,39, 3600
20140918220000,#scotus,39,39, 3600
20140918230000,#scotus,28,28, 3600
20140919000000,#scotus,40,40, 3600
20140919010000,#scotus,46,46, 3600
20140919020000,#scotus,49,49, 3600
20140919030000,#scotus,43,43, 3600
20140919040000,#scotus,43,43, 3600
20140919050000,#scotus,52,52, 3600
20140919060000,#scotus,75,75, 3600
20140919070000,#scotus,61,61, 3600
20140919080000,#scotus,52,52, 3600
20140919090000,#scotus,233,233, 3600
20140919100000,#scotus,224,224, 3600
20140919110000,#scotus,174,174, 3600
20140919120000,#scotus,152,152, 3600
20140919130000,#scotus,173,173, 3600
20140919140000,#scotus,169,169, 3600
20140919150000,#scotus,203,203, 3600
20140919160000,#scotus,272,272, 3600
20140919170000,#scotus,203,203, 3600
20140919180000,#scotus,189,189, 3600
20140919190000,#scotus,1018,1018, 3600
20140919200000,#scotus,1007,1007, 3600
20140919210000,#scotus,352,352, 3600
20140919220000,#scotus,309,309, 3600
20140919230000,#scotus,202,202, 3600
20140920000000,#scotus,155,155, 3600
20140920010000,#scotus,131,131, 3600
20140920020000,#scotus,322,322, 3600
20140920030000,#scotus,429,429, 3600
20140920040000,#scotus,247,247, 3600
20140920050000,#scotus,237,237, 3600
20140920060000,#scotus,210,210, 3600
20140920070000,#scotus,225,225, 3600
20140920080000,#scotus,203,203, 3600
20140920090000,#scotus,212,212, 3600
20140920100000,#scotus,171,171, 3600
20140920110000,#scotus,169,169, 3600
20140920120000,#scotus,213,213, 3600
20140920130000,#scotus,222,222, 3600
20140920140000,#scotus,344,344, 3600
20140920150000,#scotus,539,539, 3600
20140920160000,#scotus,247,247, 3600
20140920170000,#scotus,174,174, 3600
20140920180000,#scotus,154,154, 3600
20140920190000,#scotus,140,140, 3600
20140920200000,#scotus,98,98, 3600
20140920210000,#scotus,88,88, 3600
20140920220000,#scotus,81,81, 3600
20140920230000,#scotus,71,71, 3600
20140921000000,#scotus,479,479, 3600
20140921010000,#scotus,343,343, 3600
20140921020000,#scotus,129,129, 3600
20140921030000,#scotus,94,94, 3600
20140921040000,#scotus,78,78, 3600
20140921050000,#scotus,86,86, 3600
20140921060000,#scotus,52,52, 3600
20140921070000,#scotus,79,79, 3600
20140921080000,#scotus,84,84, 3600
20140921090000,#scotus,80,80, 3600
20140921100000,#scotus,153,153, 3600
20140921110000,#scotus,360,360, 3600
20140921120000,#scotus,162,162, 3600
20140921130000,#scotus,155,155, 3600
20140921140000,#scotus,316,316, 3600
20140921150000,#scotus,118,118, 3600
20140921160000,#scotus,72,72, 3600
20140921170000,#scotus,92,92, 3600
20140921180000,#scotus,114,114, 3600
20140921190000,#scotus,80,80, 3600
20140921200000,#scotus,50,50, 3600
20140921210000,#scotus,40,40, 3600
20140921220000,#scotus,48,48, 3600
20140921230000,#scotus,38,38, 3600
20140922000000,#scotus,576,576, 3600
20140922010000,#scotus,439,439, 3600
20140922020000,#scotus,218,218, 3600
20140922030000,#scotus,91,91, 3600
20140922040000,#scotus,82,82, 3600
20140922050000,#scotus,105,105, 3600
20140922060000,#scotus,71,71, 3600
20140922070000,#scotus,135,135, 3600
20140922080000,#scotus,50,50, 3600
20140922090000,#scotus,38,38, 3600
20140922100000,#scotus,288,288, 3600
20140922110000,#scotus,165,165, 3600
20140922120000,#scotus,116,116, 3600
20140922130000,#scotus,144,144, 3600
20140922140000,#scotus,146,146, 3600
20140922150000,#scotus,87,87, 3600
20140922160000,#scotus,52,52, 3600
20140922170000,#scotus,76,76, 3600
20140922180000,#scotus,152,152, 3600
20140922190000,#scotus,191,191, 3600
20140922200000,#scotus,115,115, 3600
20140922210000,#scotus,67,67, 3600
20140922220000,#scotus,89,89, 3600
20140922230000,#scotus,90,90, 3600
20140923000000,#scotus,620,620, 3600
20140923010000,#scotus,445,445, 3600
20140923020000,#scotus,258,258, 3600
20140923030000,#scotus,171,171, 3600
20140923040000,#scotus,100,100, 3600
20140923050000,#scotus,61,61, 3600
20140923060000,#scotus,160,160, 3600
20140923070000,#scotus,177,177, 3600
20140923080000,#scotus,103,103, 3600
20140923090000,#scotus,177,177, 3600
20140923100000,#scotus,164,164, 3600
20140923110000,#scotus,189,189, 3600
20140923120000,#scotus,327,327, 3600
20140923130000,#scotus,242,242, 3600
20140923140000,#scotus,233,233, 3600
20140923150000,#scotus,154,154, 3600
